  user_id  time_on_course
   189646  7:56:17
  1307494  7:54:15
  1327838  7:50:03
   956494  7:45:54
  1358899  7:40:12
   346371  7:32:05
   673426  7:25:23
  1337980  7:23:36
   881959  7:15:16
    31806  7:13:44
  1041796  7:10:50
   416490  7:08:07
  1321526  6:50:54
    23801  6:48:14
   740494  6:45:36
  1331310  6:43:02
   491252  6:40:49
  1333380  6:36:42
  1338191  6:35:46
  1309132  6:33:40
   222878  6:27:41
   334715  6:27:37
   269064  6:24:52
   267116  6:21:39
  1119586  6:21:32
   567980  6:13:47
  1392076  6:11:58
    71566  6:08:27
   847906  6:04:15
   207037  6:04:12
    79502  5:57:52
   485530  5:46:57
   326201  5:25:19
   290720  5:20:38
  1308470  5:20:24
    26324  5:17:31
  1370555  5:08:45
  1338192  5:08:13
   174793  5:06:15
  1323217  5:06:10
  1296622  5:04:10
   833331  5:03:46
    31744  5:02:42
  1307011  4:59:38
  1394049  4:56:01
   193563  4:51:33
  1083550  4:48:17
   214258  4:46:36
   364330  4:44:43
  1307193  4:43:53
  1380404  4:43:22
  1380264  4:38:43
  1139749  4:37:13
  1330716  4:34:27
   383786  4:28:30
   748909  4:26:42
   681019  4:24:54
  1332733  4:23:21
   386766  4:22:11
  1397629  4:14:18
  1427590  4:10:08
  1114972  4:08:32
    52335  4:08:25
  1075795  4:06:39
   484235  4:05:30
  1352180  4:05:20
  1366018  4:01:58
  1327031  4:00:46
   180770  3:59:15
  1431574  3:56:00
  1358501  3:53:01
    90313  3:51:12
   518852  3:50:49
  1355499  3:49:08
  1307201  3:46:10
  1303331  3:45:02
   813043  3:44:23
  1242873  3:42:16
    12552  3:40:41
  1307363  3:35:36
   222754  3:33:18
  1348037  3:32:38
   416511  3:31:29
   341155  3:29:43
   532928  3:26:48
  1366081  3:26:43
  1312960  3:26:30
  1327672  3:24:55
   416509  3:23:17
   438575  3:22:25
   124416  3:21:16
  1116607  3:18:23
  1379698  3:17:25
   685309  3:16:23
   881851  3:16:03
  1327600  3:15:25
  1403143  3:10:01
  1058269  3:04:13
  1325977  2:59:24
  1369222  2:58:32
  1317310  2:52:19
  1099129  2:45:57
  1338190  2:44:20
  1352792  2:44:14
  1363215  2:41:16
   331025  2:41:00
  1342002  2:40:35
   166529  2:35:38
   868237  2:33:59
  1236945  2:33:38
  1331994  2:30:58
   768124  2:30:23
  1339254  2:29:20
    15240  2:28:44
  1219852  2:28:34
   682615  2:24:39
  1374611  2:24:32
   383888  2:22:28
  1340313  2:21:38
   458069  2:21:35
  1370272  2:19:56
   194289  2:19:12
  1373569  2:16:28
   327570  2:15:22
   484830  2:14:04
  1330950  2:13:07
   358224  2:06:23
  1115818  2:06:09
   120594  2:04:17
    36354  2:02:36
  1085065  1:59:13
   229830  1:57:54
  1316915  1:57:30
   194161  1:56:06
   209170  1:55:38
  1338188  1:54:16
   307144  1:53:44
   849661  1:51:10
   108253  1:49:05
  1039717  1:48:33
   458455  1:47:19
   299614  1:45:53
   163208  1:43:47
   318652  1:41:18
   721870  1:40:32
   779113  1:38:47
   603277  1:37:56
  1341068  1:37:31
  1359657  1:36:31
  1333741  1:35:44
   337083  1:33:38
  1384414  1:33:32
  1207663  1:33:23
   512850  1:33:20
  1351949  1:33:00
  1062736  1:31:52
   683218  1:31:50
  1365987  1:27:26
    53416  1:26:30
   736663  1:26:19
   393987  1:26:09
   179957  1:25:05
  1307175  1:24:56
   808843  1:23:53
   991090  1:23:05
  1336899  1:22:40
   136658  1:19:32
  1330351  1:19:30
   404680  1:19:17
  1327781  1:17:09
  1287147  1:16:18
  1403870  1:16:17
   143032  1:15:34
  1106542  1:14:09
  1321500  1:12:11
   665095  1:11:56
  1355950  1:11:33
   129333  1:08:32
   465036  1:07:54
  1327754  1:06:12
  1275725  1:05:26
   323223  1:05:21
  1349869  1:04:32
    87908  1:04:28
    17887  1:04:26
  1372673  1:04:18
   913750  1:03:37
    84234  1:02:58
   435480  1:02:26
   799669  0:58:56
  1382357  0:58:22
    68912  0:57:48
   168774  0:57:42
   319122  0:57:40
   195668  0:56:59
  1206043  0:55:10
   187728  0:54:54
  1399709  0:53:53
   244832  0:53:32
   485994  0:53:26
  1353532  0:51:59
  1355413  0:50:49
   626476  0:49:50
  1380603  0:49:37
  1337537  0:49:03
   577055  0:47:45
   343644  0:46:50
   288781  0:46:19
   243751  0:45:40
   316148  0:45:10
   198555  0:45:07
   203172  0:44:56
   698842  0:44:48
  1365847  0:44:47
   292640  0:44:20
  1333055  0:44:16
   564755  0:41:50
  1347176  0:41:32
   793573  0:40:07
   279515  0:38:40
  1270409  0:38:28
  1207645  0:38:03
  1379862  0:37:57
  1375055  0:37:12
  1334962  0:37:05
   309179  0:36:57
   923236  0:36:23
  1331231  0:35:33
   880936  0:35:06
  1130884  0:33:55
    67356  0:33:43
  1375474  0:33:12
    83653  0:33:00
  1253249  0:32:42
  1308045  0:32:10
  1396720  0:32:04
   345330  0:31:57
   441554  0:31:32
  1296818  0:30:55
   711391  0:30:35
    86570  0:30:09
  1276531  0:29:50
  1297859  0:29:39
   196637  0:29:38
   369643  0:29:29
   439101  0:29:26
   404982  0:29:01
  1329929  0:28:59
   924790  0:28:21
  1352897  0:28:14
    76801  0:28:01
   215809  0:27:47
   464018  0:27:44
   362475  0:27:40
   823828  0:27:33
   797746  0:26:24
  1377427  0:26:22
  1399146  0:26:14
   219388  0:26:06
    99576  0:25:35
   334905  0:25:33
   148032  0:25:20
  1383113  0:25:03
  1092721  0:24:47
   138586  0:24:31
   379417  0:24:09
  1322813  0:23:54
  1375418  0:23:52
  1306244  0:23:37
   884401  0:23:28
    35543  0:23:18
    69024  0:23:17
  1294637  0:23:04
  1327453  0:22:43
   753001  0:21:49
   640597  0:21:44
   301443  0:21:36
   105150  0:20:49
  1309051  0:20:26
   212692  0:20:22
   619816  0:19:21
    58162  0:19:02
   460233  0:18:49
   443932  0:18:40
  1214428  0:18:11
  1337780  0:18:10
   286861  0:18:06
    26440  0:16:38
  1338195  0:16:08
  1333862  0:16:08
    38110  0:16:05
  1259043  0:15:40
  1280871  0:15:33
  1298627  0:15:28
   294799  0:15:23
   427610  0:15:18
  1341220  0:15:12
   145696  0:15:09
  1392908  0:14:58
  1307174  0:14:56
   314453  0:14:40
  1045393  0:14:35
   421349  0:14:35
  1015882  0:14:28
   951565  0:14:23
  1372815  0:14:22
   168395  0:14:16
  1372389  0:13:39
  1337200  0:13:15
  1403258  0:12:55
  1309073  0:12:48
  1307347  0:12:33
  1375396  0:12:33
  1252713  0:12:06
  1319184  0:11:36
   514608  0:11:23
  1378966  0:11:14
  1373705  0:11:08
  1388858  0:11:04
   786712  0:10:55
  1328166  0:10:53
  1335874  0:10:51
   578183  0:10:22
   136745  0:10:11
    79092  0:10:07
  1306289  0:09:56
   934402  0:09:49
  1401706  0:09:45
   903715  0:09:22
   229419  0:09:20
    15344  0:09:19
  1336716  0:09:09
    87289  0:08:54
  1011031  0:08:39
  1308471  0:08:17
    45827  0:08:15
  1327500  0:08:04
   793798  0:07:46
  1113523  0:07:45
  1398358  0:07:42
   115764  0:07:27
  1245461  0:07:10
   122325  0:07:09
  1307588  0:07:04
  1362244  0:06:57
  1397553  0:06:53
   278051  0:06:36
  1028857  0:06:34
  1335623  0:06:33
   303867  0:06:32
   654565  0:06:29
   425044  0:06:25
   249340  0:06:22
  1186876  0:06:17
   403990  0:06:15
   231311  0:06:02
   273009  0:06:00
  1307199  0:05:51
  1310306  0:05:50
   264832  0:05:38
   193751  0:05:31
  1276061  0:05:31
   578882  0:05:24
   325740  0:05:18
  1336307  0:04:59
   221872  0:04:48
   363704  0:04:44
  1053289  0:04:40
   112238  0:04:39
  1313930  0:04:36
   587854  0:04:34
    37855  0:04:32
  1082281  0:04:26
  1334897  0:04:26
   517851  0:04:23
  1398129  0:04:21
   395503  0:04:20
  1336717  0:04:16
   238952  0:04:11
  1328630  0:04:07
  1340265  0:04:06
  1337847  0:03:57
  1376310  0:03:43
  1183585  0:03:41
    35042  0:03:40
  1353261  0:03:39
  1365784  0:03:38
   914038  0:03:32
   612217  0:03:31
  1346698  0:03:30
   279992  0:03:30
  1286691  0:03:29
   297910  0:03:17
  1063789  0:03:17
  1320074  0:03:11
  1358912  0:03:09
  1398164  0:03:07
  1315541  0:03:07
  1374388  0:03:04
   349003  0:03:02
  1339205  0:03:01
   420411  0:03:01
   209408  0:02:58
  1312753  0:02:52
  1383259  0:02:51
  1359470  0:02:49
  1217257  0:02:48
   275793  0:02:48
  1327864  0:02:48
  1078930  0:02:41
   547514  0:02:40
   358017  0:02:40
   392354  0:02:40
  1330815  0:02:38
   205951  0:02:38
  1315447  0:02:37
  1333852  0:02:35
   396436  0:02:31
    89354  0:02:30
    23656  0:02:29
  1192669  0:02:26
  1367203  0:02:16
   473834  0:02:12
    52697  0:02:08
  1369709  0:02:07
    89883  0:02:06
  1326628  0:02:05
   197469  0:02:04
   488776  0:02:01
  1311335  0:02:01
   208882  0:02:00
   400591  0:01:59
   234420  0:01:59
  1390851  0:01:58
   406216  0:01:55
    42246  0:01:54
  1335462  0:01:53
   814642  0:01:49
   546212  0:01:48
   743779  0:01:46
   802369  0:01:46
  1276935  0:01:44
    91676  0:01:43
  1306415  0:01:42
   311352  0:01:42
  1364798  0:01:40
   412191  0:01:40
   344805  0:01:39
     7289  0:01:38
  1336098  0:01:38
  1151473  0:01:36
  1356199  0:01:34
  1399681  0:01:34
   585221  0:01:33
  1380079  0:01:28
   977767  0:01:25
  1268031  0:01:23
  1320887  0:01:21
  1314834  0:01:21
   338247  0:01:20
   762778  0:01:19
    19179  0:01:19
    24599  0:01:17
   295403  0:01:16
   190129  0:01:15
   775060  0:01:11
  1368810  0:01:10
  1252103  0:01:10
   126750  0:01:10
   112053  0:01:08
    62498  0:01:08
   268489  0:01:07
  1384746  0:01:05
     4644  0:01:05
  1031104  0:01:04
           0:01:04
   702364  0:01:04
   232425  0:01:02
    66202  0:01:02
  1328598  0:00:59
  1347499  0:00:59
   456894  0:00:59
   495072  0:00:59
  1309844  0:00:57
  1396339  0:00:56
  1350269  0:00:56
  1297487  0:00:55
    80632  0:00:55
   529721  0:00:54
   668110  0:00:54
   229659  0:00:53
  1306408  0:00:52
  1241091  0:00:52
   197392  0:00:51
  1360044  0:00:50
   450247  0:00:50
    29946  0:00:49
  1341462  0:00:49
   911821  0:00:47
    78137  0:00:46
   556877  0:00:46
  1328442  0:00:45
  1259803  0:00:44
  1334211  0:00:44
   869512  0:00:43
     2635  0:00:42
  1207381  0:00:41
   381195  0:00:41
  1402439  0:00:40
   802183  0:00:39
   256210  0:00:38
  1244317  0:00:38
  1309997  0:00:38
  1091146  0:00:37
    67293  0:00:36
   345332  0:00:34
   560147  0:00:34
  1391443  0:00:33
   267385  0:00:33
  1384273  0:00:33
  1316488  0:00:33
  1271491  0:00:33
   193061  0:00:32
   215411  0:00:32
  1317016  0:00:32
   114532  0:00:32
  1336094  0:00:32
    94099  0:00:31
   229415  0:00:31
  1335941  0:00:30
      259  0:00:29
  1308272  0:00:29
    17695  0:00:29
  1359397  0:00:29
    17246  0:00:28
   183300  0:00:28
   370916  0:00:28
  1395313  0:00:27
  1352535  0:00:26
   811504  0:00:26
   961498  0:00:26
  1394408  0:00:26
    64088  0:00:25
   263567  0:00:25
   718402  0:00:24
  1180543  0:00:24
  1302362  0:00:23
  1098499  0:00:23
   181999  0:00:23
    91867  0:00:21
  1311509  0:00:21
  1367259  0:00:20
   377800  0:00:20
  1299265  0:00:19
   337505  0:00:19
   907486  0:00:19
  1348429  0:00:19
    68132  0:00:18
   812524  0:00:17
   337721  0:00:17
   125243  0:00:16
   687985  0:00:16
   144841  0:00:16
   739189  0:00:16
  1307191  0:00:16
  1261551  0:00:15
    68905  0:00:15
  1299056  0:00:15
   564818  0:00:14
    23160  0:00:14
   479194  0:00:14
   265187  0:00:13
   100394  0:00:13
  1295556  0:00:12
  1212457  0:00:12
   258170  0:00:12
  1383309  0:00:12
  1398784  0:00:12
   137458  0:00:11
   705313  0:00:11
    89164  0:00:11
   949822  0:00:10
   496119  0:00:10
  1211356  0:00:10
   652636  0:00:09
   144735  0:00:09
  1373355  0:00:09
   183573  0:00:09
   275071  0:00:08
   126434  0:00:08
    80923  0:00:08
   797725  0:00:08
   612214  0:00:08
  1373332  0:00:07
  1367135  0:00:07
  1290343  0:00:07
    49807  0:00:07
   838327  0:00:07
  1367411  0:00:07
  1329741  0:00:06
   711214  0:00:06
  1065049  0:00:06
   261474  0:00:05
   178283  0:00:05
     7471  0:00:04
  1308777  0:00:04
   547292  0:00:04
   297371  0:00:04
  1372827  0:00:03
  1330550  0:00:03
   202447  0:00:02
  1075783  0:00:02
   232684  0:00:02
  1327684  0:00:02
  1420147  0:00:02
  1388436  0:00:01
   180609  0:00:01
  1007599  0:00:01
  1335789  0:00:00
  1262551  0:00:00
  1332771  0:00:00
  1375697  0:00:00
     4757  0:00:00
  1376008  0:00:00
   483017  0:00:00
  1393468  0:00:00
  1397746  0:00:00
   377375  0:00:00
   659314  0:00:00
   115869  0:00:00
  1158448  0:00:00
  1271357  0:00:00
  1399694  0:00:00
   353977  0:00:00
   151726  0:00:00
   156420  0:00:00
   162533  0:00:00
   166916  0:00:00
   881104  0:00:00
   335734  0:00:00
  1330336  0:00:00
   513870  0:00:00
   515049  0:00:00
   189439  0:00:00
   190518  0:00:00
   193749  0:00:00
   253697  0:00:00
   295980  0:00:00
   293347  0:00:00
   291461  0:00:00
   224026  0:00:00
   103874  0:00:00
   287289  0:00:00
   937114  0:00:00
    52452  0:00:00
    52833  0:00:00
   267803  0:00:00
   695053  0:00:00
  1308455  0:00:00
   981958  0:00:00
  1304747  0:00:00
  1360816  0:00:00
  1357276  0:00:00
  1363478  0:00:00
  1354482  0:00:00
   416144  0:00:00
   415208  0:00:00
  1346749  0:00:00
   778048  0:00:00
  1336976  0:00:00
    45765  0:00:00
   401809  0:00:00
